SKU,Last_Sale_Date,Category,Monetary,Quantity,Frequency,Recency,Segment,Segment_Name
J0416-DR-L,2022-06-23,Western Dress,14752.0,18,17,7,0,Dormant/Low-Performer
J0416-DR-M,2022-06-07,Western Dress,6098.0,7,7,23,0,Dormant/Low-Performer
J0416-DR-S,2022-06-14,Western Dress,11501.0,14,14,16,0,Dormant/Low-Performer
J0416-DR-XL,2022-06-25,Western Dress,13053.0,16,16,5,0,Dormant/Low-Performer
J0416-DR-XS,2022-06-22,Western Dress,6404.0,8,8,8,0,Dormant/Low-Performer
J0416-DR-XXL,2022-06-21,Western Dress,13699.0,16,16,9,0,Dormant/Low-Performer
J0417-TP-M,2022-06-12,Top,1582.0,2,2,18,0,Dormant/Low-Performer
J0417-TP-S,2022-06-24,Top,1890.0,2,2,6,0,Dormant/Low-Performer
J0417-TP-XL,2022-05-22,Top,1582.0,2,2,39,0,Dormant/Low-Performer
J0417-TP-XS,2022-06-14,Top,791.0,1,1,16,0,Dormant/Low-Performer
J0418-TP-L,2022-06-22,Top,3565.0,5,5,8,0,Dormant/Low-Performer
J0418-TP-M,2022-06-22,Top,2906.0,4,4,8,0,Dormant/Low-Performer
J0418-TP-S,2022-06-24,Top,4404.0,6,6,6,0,Dormant/Low-Performer
J0418-TP-XL,2022-06-27,Top,2202.0,3,3,3,0,Dormant/Low-Performer
J0418-TP-XS,2022-06-27,Top,7735.0,10,10,3,0,Dormant/Low-Performer
J0418-TP-XXL,2022-06-19,Top,2492.0,3,3,11,0,Dormant/Low-Performer
J0419-TP-L,2022-06-22,Top,4605.0,6,6,8,0,Dormant/Low-Performer
J0419-TP-M,2022-06-26,Top,3472.0,4,4,4,0,Dormant/Low-Performer
J0419-TP-S,2022-06-24,Top,3861.0,5,5,6,0,Dormant/Low-Performer
J0419-TP-XL,2022-06-16,Top,1890.0,2,2,14,0,Dormant/Low-Performer
J0419-TP-XS,2022-06-25,Top,2373.0,3,3,5,0,Dormant/Low-Performer
J0419-TP-XXL,2022-06-11,Top,1890.0,2,2,19,0,Dormant/Low-Performer
J0419-TP-XXXL,2022-06-24,Top,791.0,1,1,6,0,Dormant/Low-Performer
J0420-TP-L,2022-06-21,Top,704.0,1,1,9,0,Dormant/Low-Performer
J0420-TP-M,2022-06-26,Top,1498.0,2,2,4,0,Dormant/Low-Performer
J0420-TP-S,2022-06-25,Top,1498.0,2,2,5,0,Dormant/Low-Performer
J0429-DR-M,2022-06-22,Western Dress,807.0,1,1,8,0,Dormant/Low-Performer
J0429-DR-S,2022-06-26,Western Dress,859.0,1,1,4,0,Dormant/Low-Performer
J0429-DR-XL,2022-06-25,Western Dress,859.0,1,1,5,0,Dormant/Low-Performer
J0429-DR-XS,2022-06-26,Western Dress,1718.0,2,2,4,0,Dormant/Low-Performer
J0429-DR-XXL,2022-06-27,Western Dress,859.0,1,1,3,0,Dormant/Low-Performer
J0429-DR-XXXL,2022-06-27,Western Dress,1718.0,2,2,3,0,Dormant/Low-Performer
J0431-DR-L,2022-06-28,Western Dress,5394.0,6,6,2,0,Dormant/Low-Performer
J0431-DR-M,2022-06-28,Western Dress,3596.0,4,4,2,0,Dormant/Low-Performer
J0431-DR-S,2022-06-29,Western Dress,5340.0,6,6,1,0,Dormant/Low-Performer
J0431-DR-XL,2022-06-17,Western Dress,899.0,1,1,13,0,Dormant/Low-Performer
J0431-DR-XS,2022-06-25,Western Dress,1798.0,2,2,5,0,Dormant/Low-Performer
J0431-DR-XXL,2022-06-27,Western Dress,899.0,1,1,3,0,Dormant/Low-Performer
J0431-DR-XXXL,2022-06-26,Western Dress,1798.0,2,2,4,0,Dormant/Low-Performer
J0434-DR-L,2022-06-26,Western Dress,5063.0,7,7,4,0,Dormant/Low-Performer
J0434-DR-S,2022-06-21,Western Dress,704.0,1,1,9,0,Dormant/Low-Performer
J0434-DR-XL,2022-06-25,Western Dress,1453.0,2,2,5,0,Dormant/Low-Performer
J0434-DR-XXL,2022-06-25,Western Dress,2906.0,4,4,5,0,Dormant/Low-Performer
J0434-DR-XXXL,2022-06-28,Western Dress,2951.0,4,4,2,0,Dormant/Low-Performer
JNE0722-K,2022-05-02,Saree,1638.0,2,2,59,0,Dormant/Low-Performer
JNE0850-N,2022-04-16,Saree,1638.0,2,2,75,0,Dormant/Low-Performer
JNE09186-BLUE-SR-JP7104RMV,2022-04-16,Saree,819.0,1,1,75,0,Dormant/Low-Performer
JNE09186-BLUE-SR-JP7104RMV-K,2022-04-20,Saree,819.0,1,1,71,0,Dormant/Low-Performer
JNE09186-BLUE-SR-JP7104RMV-N,2022-05-12,Saree,1718.0,2,2,49,0,Dormant/Low-Performer
JNE09187-PINK-SR-JP7104RNV,2022-04-03,Saree,819.0,1,1,88,0,Dormant/Low-Performer
JNE09209-MULTI-SR-JP8101RMV,2022-04-16,Saree,1638.0,2,2,75,0,Dormant/Low-Performer
JNE09209-MULTI-SR-JP8101RMV-K,2022-06-04,Saree,1248.0,1,1,26,0,Dormant/Low-Performer
JNE09210-PINK-SR-JP8101RNV,2022-06-28,Saree,5154.0,6,6,2,0,Dormant/Low-Performer
JNE09210-PINK-SR-JP8101RNV-K,2022-06-05,Saree,1248.0,1,1,25,0,Dormant/Low-Performer
JNE1000-NAVY-SR-JB6102RMV-K,2022-05-09,Saree,3595.0,4,4,52,0,Dormant/Low-Performer
JNE1233-BLUE-KR-031-L,2022-06-10,kurta,3014.0,8,7,20,0,Dormant/Low-Performer
JNE1233-BLUE-KR-031-M,2022-06-23,kurta,3772.0,10,10,7,0,Dormant/Low-Performer
JNE1233-BLUE-KR-031-S,2022-06-26,kurta,3420.0,9,9,4,0,Dormant/Low-Performer
JNE1233-BLUE-KR-031-XL,2022-06-29,kurta,9908.0,26,25,1,0,Dormant/Low-Performer
JNE1233-BLUE-KR-031-XS,2022-06-23,kurta,3008.0,8,8,7,0,Dormant/Low-Performer
JNE1233-BLUE-KR-031-XXL,2022-06-15,kurta,9463.0,25,25,15,0,Dormant/Low-Performer
JNE1233-BLUE-KR-031-XXXL,2022-06-26,kurta,6040.0,16,15,4,0,Dormant/Low-Performer
JNE1234-MULTI-KR-032-L,2022-06-29,kurta,2968.0,10,10,1,0,Dormant/Low-Performer
JNE1234-MULTI-KR-032-M,2022-06-23,kurta,3269.0,11,11,7,0,Dormant/Low-Performer
JNE1234-MULTI-KR-032-S,2022-06-24,kurta,2980.0,10,10,6,0,Dormant/Low-Performer
JNE1234-MULTI-KR-032-XL,2022-06-16,kurta,5069.0,17,17,14,0,Dormant/Low-Performer
JNE1234-MULTI-KR-032-XS,2022-05-01,kurta,885.0,3,3,60,0,Dormant/Low-Performer
JNE1234-MULTI-KR-032-XXL,2022-06-14,kurta,1788.0,6,6,16,0,Dormant/Low-Performer
JNE1234-MULTI-KR-032-XXXL,2022-06-27,kurta,2083.0,7,7,3,0,Dormant/Low-Performer
JNE1407-BLACK-KR-UDF18-XL,2022-04-30,kurta,390.0,1,1,61,0,Dormant/Low-Performer
JNE1408-GREY-KR-UDF19-L,2022-06-25,kurta,2865.0,9,9,5,0,Dormant/Low-Performer
JNE1408-GREY-KR-UDF19-M,2022-06-29,kurta,1881.0,6,6,1,0,Dormant/Low-Performer
JNE1408-GREY-KR-UDF19-S,2022-06-21,kurta,984.0,3,3,9,0,Dormant/Low-Performer
JNE1408-GREY-KR-UDF19-XL,2022-06-23,kurta,1279.0,4,4,7,0,Dormant/Low-Performer
JNE1408-GREY-KR-UDF19-XXL,2022-06-23,kurta,2482.0,7,7,7,0,Dormant/Low-Performer
JNE1408-GREY-KR-UDF19-XXXL,2022-06-17,kurta,1429.0,4,4,13,0,Dormant/Low-Performer
JNE1408-KR-UDF19-A-L,2022-05-15,kurta,2832.0,9,9,46,0,Dormant/Low-Performer
JNE1408-KR-UDF19-A-M,2022-05-28,kurta,3177.0,9,9,33,0,Dormant/Low-Performer
JNE1408-KR-UDF19-A-S,2022-06-11,kurta,1285.0,4,4,19,0,Dormant/Low-Performer
JNE1408-KR-UDF19-A-XL,2022-06-09,kurta,1994.0,6,6,21,0,Dormant/Low-Performer
JNE1408-KR-UDF19-A-XS,2022-06-17,kurta,2495.0,8,8,13,0,Dormant/Low-Performer
JNE1408-KR-UDF19-A-XXL,2022-05-09,kurta,307.0,1,1,52,0,Dormant/Low-Performer
JNE1408-KR-UDF19-A-XXXL,2022-06-06,kurta,3096.0,9,9,24,0,Dormant/Low-Performer
JNE1525-KR-UDF19-A-L,2022-06-23,kurta,3351.0,11,11,7,0,Dormant/Low-Performer
JNE1525-KR-UDF19-A-M,2022-06-03,kurta,1234.0,4,4,27,0,Dormant/Low-Performer
JNE1525-KR-UDF19-A-S,2022-06-22,kurta,2448.0,8,8,8,0,Dormant/Low-Performer
JNE1525-KR-UDF19-A-XL,2022-05-11,kurta,1862.0,6,6,50,0,Dormant/Low-Performer
JNE1525-KR-UDF19-A-XS,2022-06-28,kurta,1214.0,4,4,2,0,Dormant/Low-Performer
JNE1525-KR-UDF19-A-XXL,2022-06-06,kurta,923.0,3,3,24,0,Dormant/Low-Performer
JNE1525-KR-UDF19-A-XXXL,2022-06-17,kurta,913.0,3,3,13,0,Dormant/Low-Performer
JNE1525-KR-UDF19BLACK-L,2022-06-27,kurta,2735.0,9,9,3,0,Dormant/Low-Performer
JNE1525-KR-UDF19BLACK-M,2022-06-27,kurta,8243.0,27,27,3,0,Dormant/Low-Performer
JNE1525-KR-UDF19BLACK-S,2022-06-12,kurta,4015.0,13,13,18,0,Dormant/Low-Performer
JNE1525-KR-UDF19BLACK-XL,2022-06-17,kurta,3090.0,10,10,13,0,Dormant/Low-Performer
JNE1525-KR-UDF19BLACK-XS,2022-06-25,kurta,2749.0,9,9,5,0,Dormant/Low-Performer
JNE1525-KR-UDF19BLACK-XXL,2022-06-28,kurta,3979.0,13,13,2,0,Dormant/Low-Performer
JNE1525-KR-UDF19BLACK-XXXL,2022-06-18,kurta,2739.0,9,9,12,0,Dormant/Low-Performer
JNE1906-KR-031-L,2022-06-09,kurta,5473.0,15,15,21,0,Dormant/Low-Performer
JNE1906-KR-031-M,2022-06-23,kurta,9551.0,26,25,7,0,Dormant/Low-Performer
JNE1906-KR-031-S,2022-06-22,kurta,8118.0,22,22,8,0,Dormant/Low-Performer
JNE1906-KR-031-XL,2022-06-09,kurta,3765.0,10,10,21,0,Dormant/Low-Performer
JNE1906-KR-031-XS,2022-06-23,kurta,3339.0,9,9,7,0,Dormant/Low-Performer
JNE1906-KR-031-XXL,2022-05-29,kurta,7764.0,21,21,32,0,Dormant/Low-Performer
JNE1906-KR-031-XXXL,2022-06-20,kurta,7159.0,19,19,10,0,Dormant/Low-Performer
JNE1951-KR-155-L,2022-06-27,kurta,2597.0,7,7,3,0,Dormant/Low-Performer
JNE1951-KR-155-M,2022-06-17,kurta,2576.0,7,7,13,0,Dormant/Low-Performer
JNE1951-KR-155-S,2022-06-05,kurta,1472.0,4,4,25,0,Dormant/Low-Performer
JNE1951-KR-155-XL,2022-06-11,kurta,2986.0,8,8,19,0,Dormant/Low-Performer
JNE1951-KR-155-XS,2022-04-26,kurta,1469.0,4,4,65,0,Dormant/Low-Performer
JNE1951-KR-155-XXL,2022-06-23,kurta,5990.0,16,16,7,0,Dormant/Low-Performer
JNE1951-KR-155-XXXL,2022-06-09,kurta,2618.0,7,5,21,0,Dormant/Low-Performer
JNE1975-KR-309-S,2022-04-22,kurta,229.0,1,1,69,0,Dormant/Low-Performer
JNE1975-KR-309-XS,2022-04-24,kurta,458.0,2,2,67,0,Dormant/Low-Performer
JNE1975-KR-309-XXL,2022-04-22,kurta,687.0,3,3,69,0,Dormant/Low-Performer
JNE1977-KR-237-L,2022-06-25,kurta,3920.0,14,14,5,0,Dormant/Low-Performer
JNE1977-KR-237-M,2022-06-20,kurta,3502.0,13,13,10,0,Dormant/Low-Performer
JNE1977-KR-237-S,2022-06-22,kurta,1463.0,5,5,8,0,Dormant/Low-Performer
JNE1977-KR-237-XL,2022-06-28,kurta,1337.0,5,5,2,0,Dormant/Low-Performer
JNE1977-KR-237-XS,2022-06-22,kurta,3059.0,11,11,8,0,Dormant/Low-Performer
JNE1977-KR-237-XXL,2022-06-23,kurta,5226.0,18,18,7,0,Dormant/Low-Performer
JNE1977-KR-237-XXXL,2022-05-19,kurta,819.0,3,3,42,0,Dormant/Low-Performer
JNE1998-KR-311-L,2022-05-17,kurta,1186.0,4,4,44,0,Dormant/Low-Performer
JNE1998-KR-311-M,2022-06-26,kurta,3269.0,11,11,4,0,Dormant/Low-Performer
JNE1998-KR-311-S,2022-04-30,kurta,1180.0,4,4,61,0,Dormant/Low-Performer
JNE1998-KR-311-XL,2022-06-29,kurta,5093.0,17,17,1,0,Dormant/Low-Performer
JNE1998-KR-311-XS,2022-04-23,kurta,1180.0,4,4,68,0,Dormant/Low-Performer
JNE1998-KR-311-XXL,2022-06-26,kurta,4774.0,16,16,4,0,Dormant/Low-Performer
JNE2006-KR-158-S,2022-06-23,kurta,501.0,1,1,7,0,Dormant/Low-Performer
JNE2009-KR-310-L,2022-06-28,kurta,891.0,3,3,2,0,Dormant/Low-Performer
JNE2009-KR-310-M,2022-06-18,kurta,2384.0,8,8,12,0,Dormant/Low-Performer
JNE2009-KR-310-S,2022-06-24,kurta,1213.0,4,4,6,0,Dormant/Low-Performer
JNE2009-KR-310-XL,2022-05-31,kurta,1788.0,6,6,30,0,Dormant/Low-Performer
JNE2009-KR-310-XS,2022-06-20,kurta,1499.0,5,5,10,0,Dormant/Low-Performer
JNE2009-KR-310-XXL,2022-04-11,kurta,1216.0,4,4,80,0,Dormant/Low-Performer
JNE2014-KR-178-L,2022-06-23,kurta,25785.0,73,73,7,0,Dormant/Low-Performer
JNE2014-KR-178-M,2022-06-28,kurta,28978.0,82,81,2,0,Dormant/Low-Performer
JNE2014-KR-178-S,2022-06-29,kurta,10979.0,31,31,1,0,Dormant/Low-Performer
JNE2014-KR-178-XL,2022-06-25,kurta,34915.0,99,99,5,0,Dormant/Low-Performer
JNE2014-KR-178-XS,2022-06-28,kurta,6031.0,17,17,2,0,Dormant/Low-Performer
JNE2014-KR-178-XXL,2022-06-20,kurta,15125.0,43,43,10,0,Dormant/Low-Performer
JNE2014-KR-178-XXXL,2022-06-23,kurta,17601.0,50,50,7,0,Dormant/Low-Performer
JNE2032-KR-205-L,2022-06-22,kurta,3383.0,11,11,8,0,Dormant/Low-Performer
JNE2032-KR-205-M,2022-06-18,kurta,2784.0,9,9,12,0,Dormant/Low-Performer
JNE2032-KR-205-S,2022-06-27,kurta,2152.0,7,7,3,0,Dormant/Low-Performer
JNE2032-KR-205-XL,2022-06-12,kurta,3717.0,12,12,18,0,Dormant/Low-Performer
JNE2032-KR-205-XS,2022-06-29,kurta,1520.0,5,5,1,0,Dormant/Low-Performer
JNE2032-KR-205-XXL,2022-06-20,kurta,4635.0,15,15,10,0,Dormant/Low-Performer
JNE2032-KR-205-XXXL,2022-06-28,kurta,4668.0,15,15,2,0,Dormant/Low-Performer
JNE2049-KR-351-L,2022-06-27,kurta,3045.0,7,7,3,0,Dormant/Low-Performer
JNE2049-KR-351-M,2022-06-27,kurta,3492.0,8,8,3,0,Dormant/Low-Performer
JNE2049-KR-351-S,2022-06-26,kurta,3691.0,9,9,4,0,Dormant/Low-Performer
JNE2049-KR-351-XL,2022-06-17,kurta,4196.0,10,10,13,0,Dormant/Low-Performer
JNE2049-KR-351-XS,2022-06-28,kurta,5391.0,13,13,2,0,Dormant/Low-Performer
JNE2049-KR-351-XXL,2022-06-25,kurta,2953.0,7,7,5,0,Dormant/Low-Performer
JNE2049-KR-351-XXXL1,2022-06-27,kurta,7167.0,17,16,3,0,Dormant/Low-Performer
JNE2086-KR-389-L,2022-06-28,kurta,12847.0,19,19,2,0,Dormant/Low-Performer
JNE2086-KR-389-M,2022-06-17,kurta,10485.0,15,12,13,0,Dormant/Low-Performer
JNE2086-KR-389-S,2022-05-08,kurta,1321.0,2,2,53,0,Dormant/Low-Performer
JNE2086-KR-389-XL,2022-06-29,kurta,699.0,1,1,1,0,Dormant/Low-Performer
JNE2086-KR-389-XS,2022-06-04,kurta,1370.0,2,2,26,0,Dormant/Low-Performer
JNE2086-KR-389-XXXL,2022-06-28,kurta,2020.0,3,3,2,0,Dormant/Low-Performer
JNE2100-KR-144-L,2022-06-16,kurta,9132.0,25,25,14,0,Dormant/Low-Performer
JNE2100-KR-144-M,2022-06-08,kurta,9157.0,25,25,22,0,Dormant/Low-Performer
JNE2100-KR-144-S,2022-06-23,kurta,5431.0,15,15,7,0,Dormant/Low-Performer
JNE2100-KR-144-XL,2022-06-07,kurta,8049.0,22,22,23,0,Dormant/Low-Performer
JNE2100-KR-144-XS,2022-06-27,kurta,1829.0,5,5,3,0,Dormant/Low-Performer
JNE2100-KR-144-XXL,2022-06-15,kurta,7422.0,20,20,15,0,Dormant/Low-Performer
JNE2100-KR-144-XXXL,2022-06-25,kurta,3396.0,9,9,5,0,Dormant/Low-Performer
JNE2101-KR-210-L,2022-04-04,kurta,277.0,1,1,87,0,Dormant/Low-Performer
JNE2101-KR-210-S,2022-06-24,kurta,1183.0,4,4,6,0,Dormant/Low-Performer
JNE2101-KR-210-XL,2022-04-15,kurta,840.0,3,3,76,0,Dormant/Low-Performer
JNE2113-KR-381-L,2022-06-13,kurta,499.0,1,1,17,0,Dormant/Low-Performer
JNE2113-KR-381-M,2022-05-24,kurta,1041.0,2,2,37,0,Dormant/Low-Performer
JNE2113-KR-381-S,2022-06-09,kurta,1996.0,4,4,21,0,Dormant/Low-Performer
JNE2113-KR-381-XL,2022-06-29,kurta,542.0,1,1,1,0,Dormant/Low-Performer
JNE2113-KR-381-XXL,2022-05-23,kurta,3614.0,7,7,38,0,Dormant/Low-Performer
JNE2131-KR-A-L,2022-05-17,kurta,1528.0,2,2,44,0,Dormant/Low-Performer
JNE2131-KR-A-M,2022-06-10,kurta,599.0,1,1,20,0,Dormant/Low-Performer
JNE2131-KR-A-S,2022-05-30,kurta,599.0,1,1,31,0,Dormant/Low-Performer
JNE2131-KR-A-XL,2022-06-12,kurta,599.0,1,1,18,0,Dormant/Low-Performer
JNE2131-KR-A-XXL,2022-05-07,kurta,563.0,1,1,54,0,Dormant/Low-Performer
JNE2131-KR-A-XXXL,2022-06-12,kurta,1198.0,2,2,18,0,Dormant/Low-Performer
JNE2132-KR-398-L,2022-06-29,kurta,566.0,1,1,1,0,Dormant/Low-Performer
JNE2132-KR-398-M,2022-05-24,kurta,1085.0,2,2,37,0,Dormant/Low-Performer
JNE2132-KR-398-S,2022-06-22,kurta,1048.0,2,2,8,0,Dormant/Low-Performer
JNE2132-KR-398-XL,2022-04-03,kurta,519.0,1,1,88,0,Dormant/Low-Performer
JNE2132-KR-398-XS,2022-06-15,kurta,1048.0,2,2,15,0,Dormant/Low-Performer
JNE2132-KR-398-XXL,2022-06-28,kurta,2662.0,5,5,2,0,Dormant/Low-Performer
JNE2132-KR-398-XXXL,2022-05-28,kurta,2180.0,4,4,33,0,Dormant/Low-Performer
JNE2145-KR-A-XL,2022-06-15,kurta,391.0,1,1,15,0,Dormant/Low-Performer
JNE2145-KR-A-XXXL,2022-06-27,kurta,391.0,1,1,3,0,Dormant/Low-Performer
JNE2153-KR-278-A-M,2022-06-16,kurta,7337.0,17,16,14,0,Dormant/Low-Performer
JNE2153-KR-278-A-S,2022-06-19,kurta,7242.0,17,17,11,0,Dormant/Low-Performer
JNE2153-KR-278-A-XL,2022-06-04,kurta,3468.0,8,8,26,0,Dormant/Low-Performer
JNE2153-KR-278-A-XS,2022-06-11,kurta,1696.0,4,4,19,0,Dormant/Low-Performer
JNE2153-KR-278-A-XXL,2022-06-10,kurta,3892.0,9,9,20,0,Dormant/Low-Performer
JNE2153-KR-278-A-XXXL,2022-06-09,kurta,5588.0,13,13,21,0,Dormant/Low-Performer
JNE2170-KR-436-L,2022-05-01,kurta,1554.0,3,3,60,0,Dormant/Low-Performer
JNE2170-KR-436-M,2022-04-23,kurta,1036.0,2,2,68,0,Dormant/Low-Performer
JNE2170-KR-436-S,2022-05-20,kurta,2090.0,4,4,41,0,Dormant/Low-Performer
JNE2170-KR-436-XL,2022-05-09,kurta,2684.0,5,5,52,0,Dormant/Low-Performer
JNE2170-KR-436-XS,2022-05-06,kurta,1130.0,2,2,55,0,Dormant/Low-Performer
JNE2170-KR-436-XXL,2022-05-05,kurta,1554.0,3,3,56,0,Dormant/Low-Performer
JNE2170-KR-436-XXXL,2022-04-23,kurta,1036.0,2,2,68,0,Dormant/Low-Performer
JNE2171-KR-437-L,2022-06-29,kurta,10067.0,20,20,1,0,Dormant/Low-Performer
JNE2171-KR-437-M,2022-06-29,kurta,29071.0,57,55,1,0,Dormant/Low-Performer
JNE2171-KR-437-S,2022-06-27,kurta,12128.0,24,24,3,0,Dormant/Low-Performer
JNE2171-KR-437-XL,2022-06-28,kurta,31360.0,63,62,2,0,Dormant/Low-Performer
JNE2171-KR-437-XS,2022-06-16,kurta,3626.0,7,7,14,0,Dormant/Low-Performer
JNE2171-KR-437-XXL,2022-06-26,kurta,4565.0,9,9,4,0,Dormant/Low-Performer
JNE2171-KR-437-XXXL,2022-04-21,kurta,3419.0,7,7,70,0,Dormant/Low-Performer
JNE2199-KR-411-A-L,2022-05-19,kurta,10107.0,28,28,42,0,Dormant/Low-Performer
JNE2199-KR-411-A-M,2022-06-19,kurta,5077.0,14,14,11,0,Dormant/Low-Performer
JNE2199-KR-411-A-S,2022-06-16,kurta,1412.0,4,4,14,0,Dormant/Low-Performer
JNE2199-KR-411-A-XL,2022-06-24,kurta,13296.0,37,37,6,0,Dormant/Low-Performer
JNE2199-KR-411-A-XS,2022-06-22,kurta,1765.0,5,5,8,0,Dormant/Low-Performer
JNE2199-KR-411-A-XXL,2022-06-23,kurta,9237.0,26,26,7,0,Dormant/Low-Performer
JNE2199-KR-411-A-XXXL,2022-06-25,kurta,7425.0,21,21,5,0,Dormant/Low-Performer
JNE2205-KR-467-A-L,2022-06-02,kurta,2821.0,8,8,28,0,Dormant/Low-Performer
JNE2205-KR-467-A-M,2022-06-16,kurta,5144.0,15,15,14,0,Dormant/Low-Performer
JNE2205-KR-467-A-S,2022-05-26,kurta,2688.0,8,8,35,0,Dormant/Low-Performer
JNE2205-KR-467-A-XL,2022-06-27,kurta,3069.0,9,9,3,0,Dormant/Low-Performer
JNE2205-KR-467-A-XS,2022-04-26,kurta,658.0,2,2,65,0,Dormant/Low-Performer
JNE2205-KR-467-A-XXL,2022-06-10,kurta,2717.0,8,8,20,0,Dormant/Low-Performer
JNE2205-KR-467-A-XXXL,2022-05-17,kurta,2821.0,8,8,44,0,Dormant/Low-Performer
JNE2209-KR-498-A-XL,2022-04-22,kurta,499.0,1,1,69,0,Dormant/Low-Performer
JNE2251-KR-537-C-L,2022-04-02,kurta,425.0,1,1,89,0,Dormant/Low-Performer
JNE2251-KR-537-C-S,2022-06-19,kurta,1197.0,3,3,11,0,Dormant/Low-Performer
JNE2251-KR-537-C-XL,2022-06-02,kurta,399.0,1,1,28,0,Dormant/Low-Performer
JNE2251-KR-537-C-XS,2022-06-17,kurta,399.0,1,1,13,0,Dormant/Low-Performer
JNE2251-KR-537-C-XXL,2022-04-10,kurta,1712.0,4,4,81,0,Dormant/Low-Performer
JNE2251-KR-537-C-XXXL,2022-05-18,kurta,399.0,1,1,43,0,Dormant/Low-Performer
JNE2251-KR-537-L,2022-04-29,kurta,429.0,1,1,62,0,Dormant/Low-Performer
JNE2251-KR-537-M,2022-06-21,kurta,1245.0,3,3,9,0,Dormant/Low-Performer
JNE2251-KR-537-XL,2022-04-17,kurta,858.0,2,2,74,0,Dormant/Low-Performer
JNE2251-KR-537-XS,2022-04-21,kurta,858.0,2,2,70,0,Dormant/Low-Performer
JNE2251-KR-537-XXL,2022-06-07,kurta,2025.0,5,5,23,0,Dormant/Low-Performer
JNE2251-KR-537-XXXL,2022-06-15,kurta,798.0,2,2,15,0,Dormant/Low-Performer
JNE2262-KR-569-S,2022-05-12,kurta,1121.0,3,3,49,0,Dormant/Low-Performer
JNE2265-KR-501-L,2022-06-09,kurta,3893.0,12,12,21,0,Dormant/Low-Performer
JNE2265-KR-501-M,2022-06-12,kurta,2917.0,9,7,18,0,Dormant/Low-Performer
JNE2265-KR-501-S,2022-06-15,kurta,2928.0,9,9,15,0,Dormant/Low-Performer
JNE2265-KR-501-XL,2022-06-29,kurta,3246.0,10,10,1,0,Dormant/Low-Performer
JNE2265-KR-501-XS,2022-06-18,kurta,3543.0,11,11,12,0,Dormant/Low-Performer
JNE2265-KR-501-XXL,2022-06-20,kurta,5505.0,17,14,10,0,Dormant/Low-Performer
JNE2266-KR-490-A-L,2022-04-15,kurta,736.0,2,2,76,0,Dormant/Low-Performer
JNE2266-KR-490-A-M,2022-06-27,kurta,2119.0,6,6,3,0,Dormant/Low-Performer
JNE2266-KR-490-A-S,2022-06-01,kurta,1446.0,4,4,29,0,Dormant/Low-Performer
JNE2266-KR-490-A-XL,2022-06-27,kurta,4302.0,12,12,3,0,Dormant/Low-Performer
JNE2266-KR-490-A-XS,2022-06-26,kurta,2506.0,7,7,4,0,Dormant/Low-Performer
JNE2266-KR-490-A-XXL,2022-06-13,kurta,1770.0,5,5,17,0,Dormant/Low-Performer
JNE2270-KR-487-A-L,2022-06-23,kurta,16042.0,31,31,7,0,Dormant/Low-Performer
JNE2270-KR-487-A-M,2022-06-27,kurta,21732.0,42,42,3,0,Dormant/Low-Performer
JNE2270-KR-487-A-S,2022-06-27,kurta,15497.0,30,30,3,0,Dormant/Low-Performer
JNE2270-KR-487-A-XL,2022-06-22,kurta,26874.0,52,52,8,0,Dormant/Low-Performer
JNE2270-KR-487-A-XS,2022-06-21,kurta,4684.0,9,9,9,0,Dormant/Low-Performer
JNE2270-KR-487-A-XXL,2022-06-23,kurta,50836.0,98,97,7,1,Active High-Performer
JNE2291-KR-602-L,2022-06-18,kurta,6398.0,17,17,12,0,Dormant/Low-Performer
JNE2291-KR-602-M,2022-06-25,kurta,5691.0,15,15,5,0,Dormant/Low-Performer
JNE2291-KR-602-S,2022-06-22,kurta,4906.0,13,13,8,0,Dormant/Low-Performer
JNE2291-KR-602-XL,2022-06-08,kurta,1555.0,4,4,22,0,Dormant/Low-Performer
JNE2291-KR-602-XS,2022-06-22,kurta,3008.0,8,8,8,0,Dormant/Low-Performer
JNE2291-KR-602-XXL,2022-06-28,kurta,4888.0,13,13,2,0,Dormant/Low-Performer
JNE2291-KR-602-XXXL,2022-06-28,kurta,3772.0,10,10,2,0,Dormant/Low-Performer
JNE2292-KR-588-L,2022-06-02,kurta,835.0,2,2,28,0,Dormant/Low-Performer
JNE2293-KR-555-XXL,2022-06-26,kurta,654.0,2,2,4,0,Dormant/Low-Performer
JNE2294-KR-A-L,2022-06-12,kurta,3264.0,6,6,18,0,Dormant/Low-Performer
JNE2294-KR-A-S,2022-06-04,kurta,544.0,1,1,26,0,Dormant/Low-Performer
JNE2294-KR-A-XL,2022-06-28,kurta,2982.0,5,5,2,0,Dormant/Low-Performer
JNE2294-KR-A-XXL,2022-06-08,kurta,2143.0,4,4,22,0,Dormant/Low-Performer
JNE2294-KR-A-XXXL,2022-06-27,kurta,1632.0,3,3,3,0,Dormant/Low-Performer
JNE2300-KR-594-A-S,2022-05-30,kurta,574.0,1,1,31,0,Dormant/Low-Performer
JNE2302-KR-595-G-M,2022-04-14,kurta,422.0,1,1,77,0,Dormant/Low-Performer
JNE2305-KR-533-L,2022-06-28,kurta,15345.0,42,40,2,0,Dormant/Low-Performer
JNE2305-KR-533-M,2022-06-28,kurta,45572.0,123,120,2,1,Active High-Performer
